Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?,Reading Speed
29,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,No,Yes,283
29,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,Refused,4,Yes,No,No,Purchased the book,No,No,276
28,Female,Black or African-American,Divorced,High school graduate,Not employed for pay,"Less than $10,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No,228
25,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",4,Yes,No,Yes,Borrowed the book from a library,No,No,311
23,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No,320
20,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,Yes,272
19,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,No,Yes,284
18,Male,Black or African-American,Never been married,High school incomplete,Not employed for pay,"$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a library,No,Yes,203
18,Male,Black or African-American,Living with a partner,High school incomplete,Employed part-time,"9$100,000 to under $150,000",4,Yes,No,No,Got the book some other way,Yes,Yes,205
86,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,Yes,No,290
85,Male,White,Married,High school graduate,Retired,Refused,4,Yes,No,No,Borrowed the book from a library,Yes,Yes,232
81,Female,White,Widowed,High school graduate,Not employed for pay,"9$100,000 to under $150,000",4,No,No,No,Borrowed the book from a friend or family member,Yes,Yes,227
81,Male,White,Widowed,College graduate,Retired,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,281
80,Female,White,Widowed,College graduate,Retired,"$40,000 to under $50,000",4,Yes,No,No,Borrowed the book from a library,Yes,Yes,271
78,Male,White,Married,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",4,Yes,No,No,Borrowed the book from a library,Yes,No,303
77,Female,White,Married,High school graduate,Retired,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,220
77,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No,227
76,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,305
76,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,Yes,No,231
75,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",4,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,306
72,Female,White,Widowed,High school graduate,Retired,"$20,000 to under $30,000",4,Yes,No,No,Got the book some other way,No,No,234
72,Male,White,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,286
72,Female,White,Divorced,"Some college, no 4-year degree",Retired,Refused,4,Yes,Yes,Don’t know,Borrowed the book from a library,No,Yes,287
71,Male,White,Married,"Some college, no 4-year degree",Not employed for pay,"$75,000 to under $100,000",4,Yes,No,No,Purchased the book,No,No,291
70,Female,White,Separated,College graduate,Not employed for pay,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,274
70,Male,White,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a library,No,No,278
69,Female,White,Widowed,"Technical, trade or vocational school AFTER high school",Retired,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,Yes,No,246
69,Female,White,Divorced,College graduate,Retired,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,Yes,No,284
68,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",4,Yes,No,No,Purchased the book,Yes,Yes,284
68,Female,White,Married,College graduate,Retired,Refused,4,No,No,Yes,Purchased the book,Yes,Yes,282
66,Male,White,Married,High school graduate,Retired,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,No,No,221
66,Female,White,Widowed,High school incomplete,Retired,"$10,000 to under $20,000",4,Yes,No,Yes,Got the book some other way,Yes,No,201
65,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,No,No,304
65,Male,White,Divorced,High school graduate,Retired,"$40,000 to under $50,000",4,Yes,No,No,Purchased the book,Yes,No,230
65,Male,White,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",4,No,No,No,Purchased the book,Yes,Yes,289
65,Female,White,Married,High school graduate,Retired,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,Yes,221
65,Male,White,Married,High school graduate,Retired,"$50,000 to under $75,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,236
65,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,No,313
64,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,308
64,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",4,Yes,No,No,Purchased the book,Yes,Yes,293
62,Female,White,Widowed,High school graduate,Retired,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,225
62,Female,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",4,Yes,No,Yes,Purchased the book,Yes,Yes,302
60,Female,White,Widowed,"Some college, no 4-year degree",Disabled,Refused,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,288
60,Male,White,Married,High school graduate,Have own business/self-employed,"$10,000 to under $20,000",4,Yes,No,No,Borrowed the book from a library,No,Yes,228
60,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,No,No,277
59,Male,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",4,No,No,No,Got the book some other way,No,No,221
58,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Purchased the book,No,Yes,310
57,Female,White,Never been married,College graduate,Not employed for pay,"$20,000 to under $30,000",4,Yes,No,No,Borrowed the book from a library,Yes,Yes,286
57,Male,White,Living with a partner,"Some college, no 4-year degree",Disabled,"$40,000 to under $50,000",4,Yes,No,No,Purchased the book,No,No,289
57,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,Yes,No,297
56,Female,White,Married,College graduate,Retired,"$100,000 to under $150,000",4,No,No,Yes,Purchased the book,No,Yes,282
56,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,4,Yes,No,Yes,Purchased the book,No,No,294
55,Female,White,Married,High school graduate,Employed part-time,"$100,000 to under $150,000",4,Yes,No,No,Got the book some other way,Yes,No,225
55,Female,White,Separated,High school graduate,Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,No,No,227
55,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,No,No,290
55,Male,White,Widowed,High school graduate,Retired,"$30,000 to under $40,000",4,Yes,No,No,Purchased the book,Yes,Yes,229
55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",4,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,299
53,Female,White,Married,"Some college, no 4-year degree",Disabled,"Less than $10,000",4,Yes,No,No,Borrowed the book from a library,Yes,Yes,280
52,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",4,No,No,Yes,Purchased the book,Yes,Yes,279
52,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",4,Yes,Yes,No,Purchased the book,No,Yes,289
52,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,291
51,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,No,Yes,237
50,Male,White,Never been married,Don’t know,Retired,Refused,4,Yes,No,No,Purchased the book,Yes,Yes,202
50,Male,White,Divorced,High school incomplete,Disabled,"Less than $10,000",4,No,No,No,Purchased the book,No,Yes,198
50,Female,White,Married,College graduate,Not employed for pay,Refused,4,No,Yes,Yes,Purchased the book,No,Yes,276
50,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Got the book some other way,Yes,Yes,298
50,Female,White,Divorced,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,No,285
50,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",4,Yes,No,Yes,Got the book some other way,Yes,Yes,283
49,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Purchased the book,Yes,No,301
49,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",4,Yes,Yes,Yes,Purchased the book,Yes,Yes,313
49,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Purchased the book,Yes,Yes,298
49,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,280
48,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",4,Yes,Yes,Yes,Purchased the book,No,No,225
47,Male,White,Never been married,High school graduate,Employed full-time,"$40,000 to under $50,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,221
47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Purchased the book,No,Yes,280
47,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,224
47,Female,White,Married,High school incomplete,Employed full-time,Refused,4,No,No,Yes,Purchased the book,Yes,No,192
46,Male,White,Living with a partner,High school graduate,Employed full-time,"$40,000 to under $50,000",4,Yes,No,No,Got the book some other way,Yes,No,230
46,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,273
45,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,Yes,229
45,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",4,Yes,Yes,No,Borrowed the book from a library,No,Yes,287
44,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a library,Yes,No,191
44,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$50,000 to under $75,000",4,Yes,No,No,Purchased the book,Yes,No,251
44,Female,White,Married,College graduate,Have own business/self-employed,"$100,000 to under $150,000",4,Yes,No,Yes,Purchased the book,No,Yes,291
43,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",4,Yes,No,No,Purchased the book,Yes,Yes,299
42,Female,White,Married,College graduate,Not employed for pay,"9$100,000 to under $150,000",4,Yes,Yes,Yes,Borrowed the book from a library,No,No,283
42,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,286
42,Female,White,Never been married,College graduate,Employed full-time,"$30,000 to under $40,000",4,Yes,No,No,Borrowed the book from a friend or family member,No,No,294
42,Male,White,Never been married,College graduate,Have own business/self-employed,"$75,000 to under $100,000",4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,275
41,Male,White,Married,College graduate,Have own business/self-employed,"$100,000 to under $150,000",4,Yes,No,No,Borrowed the book from a library,No,No,294
